,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr
Central Bank Of India Ltd.,7.3,,1058.23,0.66,25.7,24.65,24.65,12.11,1629.02,2.29,0.69,,1033,2316,891,2458,7.6,,1252.41,0.7,23.88,22.04,22.04,13.34,2162.07,1.82,0.65,,1409,2458,1473,2394,2.6,,533.04,0.26,7.52,5.95,5.95,12.02,2443.39,4.83,3.09,,6849,2394,1970,7273,4.26,,1014.96,0.44,10.46,11.24,11.24,12.58,2929.44,4.8,2.9,,5125,7273,3942,8456,-4.84,,-1262.84,-0.47,-10.95,-11.1,-11.1,10.79,2793.99,6.27,3.75,,7569,8456,4525,11500,2.14,,606.45,0.21,4.39,4.27,4.27,12.03,3383.24,6.09,3.61,,6579,11500,6206,11873,-13.31,,-1418.19,-0.48,-24.17,-8.55,-8.55,5.54,1526.33,11.95,7.36,,15145,11873,4297,22721,-13.95,-1418.19,-2439.1,-0.8,-25.9,-13.35,-13.35,9.05,2471.39,17.81,10.2,,10487,22721,5957,27251,-33.48,-2439.1,-5104.9,-1.61,-60.31,-26.34,-26.34,4.7,1223.24,21.48,11.1,,17071.24,27251.33,6191.87,38130.7,-35.45,-5104.9,-5641.48,-1.7,-57.44,-20.19,-20.19,5.35,1294.33,19.29,7.73,,10328.64,38130.7,16103.3,32356.04,-4.82,-5641.48,-1121.35,-0.35,-7.6,-2.4,-2.4,8.57,2241.02,18.92,7.63,,8150.61,32356.04,7917.57,32589.08,-5.03,-1121.35,-887.58,-0.26,-6.33,-1.53,-1.53,14.14,3570.16,16.55,5.77,,6448.53,32589.08,9760.65,29276.96,3.12,,1044.83,0.3,3.49,1.27,1.27,13.75,3428.04,14.84,3.97,,4717.93,29276.96,5838.67,28156.22,4.6,,1582.2,0.44,5.53,1.82,1.82,17.77,4959.44,8.44,1.77,,4075.72,28156.22,13845.69,18386.25,7.08,,2549.06,0.63,9.45,2.94,2.94,16.93,5719.76,4.5,1.23,,5124.35,18386.25,12170.26,11340.34
Centurion Bank Of Punjab Ltd. [Merged],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.84,,1.21,,,,,41.73,1.11,,,,,,,,21.62,,9.64,,9.25,,,23.29,10.38,,,,,,,,14.26,,16.25,,14.18,,,19.31,21.58,,,,,,,,9.84,,20.07,,15.94,,,18.19,36.85,,,,,,,,4.88,,26.48,0.92,14.04,,,2.85,12.11,,3.73,,,,,,6.46,,34.33,0.82,17.86,,,9.42,49.07,,2.7,,35.3,73.65,37.66,71.29,1.07,,7.02,0.13,3.24,0.46,0.46,4.85,30.97,,2.96,,65.27,140.83,51.51,154.59,-29.27,,-161.84,-3.27,-118.73,-10.62,-10.62,-3.66,-20.05,,5.82,,127.93,154.59,50.71,231.81,-2.48,,-25.36,-0.7,-30.46,-1.66,-1.66,4.51,20.38,,7.92,,82.66,231.81,43.32,228.43,-25.66,,-112.95,-3.16,-263.36,-3.43,-3.22,6.81,28.14,,4.43,,79.69,228.43,86.71,221.41,-7.95,,25.11,0.64,-12.62,0.37,0.31,3.73,15.32,,2.49,,34.11,221.41,99.11,156.41,-5.06,,87.8,0.89,-7.67,0.68,0.62,9.78,102.05,,1.13,,381.33,162.07,222.79,320.61,6.95,,121.38,0.84,10.21,0.82,0.73,14.37,241.76,,1.26,,165.16,320.61,167.89,317.88
Chase Manhattan Bank N A [Merged],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28,,0.27,,,,,-22.58,-0.98,,,,,,,,15.52,,3.14,,9.13,,,30.64,5.96,,,,,,,,7,,2.05,,5.11,,,7.3,1.85,,,,,,,,14.69,,9.57,2.87,15.99,,,31.26,15.38,,,,,,,,25.41,,15.63,6.66,27.83,,,44.54,26.57,,,,,,,,18.41,,11.97,3.18,10.3,,,46.63,30.2,,,,,,,
Chembur Nagarik Sahakari Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,0,,,,,,,0,,,,,,,,,16.62,,3.3,0.55,25.37,,,13.85,2.66,,,,,,,444.31,9.2,,3.09,0.54,6.73,,,5.85,1.11,,,,,,,414.14,6.5,,3.63,0.56,,6.03,6.03,6.05,3.27,1.69,-0.81,,0.92,4.78,0.88,4.82,6.81,,4.31,0.6,7.66,6.64,6.64,7.09,4.14,2.1,-0.2,,2.71,6.58,0.94,6.58,10.16,,7.3,0.69,12.52,7.86,7.86,11.34,7.9,,,,6.25,6.58,1.65,11.18,7.23,,5.55,0.37,7.74,4.37,4.37,7.33,4.86,,,,14.03,11.18,4.01,21.21,1.76,,0.95,0.29,1.69,3.29,3.29,3.38,2.08,,,,20.46,21.21,4.47,37.21,2.62,,3.87,0.16,2.37,1.72,1.72,-1.1,-0.64,,,,19.58,37.21,4.9,51.88,11.55,,7.05,-1.46,8.81,-15.89,-15.89,-0.82,-0.43,,,,22.8,51.88,6.98,67.7
Chinatrust Commercial Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,,0.11,,,,,8.29,0.43,,,,,,,,0,,0,,0,,,7.27,0.55,,,,,,,,-3.34,,-0.46,-0.26,-1.32,,,2.27,0.31,,4.73,,,,,,1.91,,0.42,0.25,1.2,,,6.54,1.43,,4.61,,,,,,-2.39,,1.21,1,,,,23.3,4.39,,,,0.01,4.26,2.71,1.56,8.25,,2.71,2.12,3.48,,,30.62,5,,,,,1.56,1.08,0.48,1.98,,1.46,1.15,0.8,,,30.76,5.06,,5.76,,8.59,0.48,0.48,8.59
Cho Hung Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.39,,1.19,,,,,34.52,2.14,,,,,,,,30.36,,4.12,,10.9,,,55.05,7.31,,,,,,,,33.27,,5.28,,13.06,,,59.33,9.25,,,,,,,,4.67,,0.74,0.51,1.87,,,67.86,10.62,,1.48,,,,,0.72,25.5,,4.18,3.6,10.38,,,67.67,11.03,,0.91,,,,,,37.27,,6.12,3.42,13.71,,,70.07,11.45,,0.47,,0.11,0.72,,0.83,18.81,,11,7.19,6.97,,,56.61,11.31,,0.48,,,,,,27.42,,4.15,2.22,6.32,,,59.34,8.58,,0.8,,,0.74,0.02,0.72,32.64,,6.14,2.49,8.45,,,57.18,10,,,,,,,,24.64,,5.32,1.48,5.49,,,41.48,8.81,,,,,,,
Citibank N A,10.94,,860.39,0.96,7.09,,,38.37,3023.44,,2.14,,2394.1,1805.7,2924.4,1275.4,16.09,,1424.64,1.37,10.19,,,33.38,2923.89,,1.21,,1079.56,1275.44,1516.33,838.67,19.42,,1921.99,1.64,12.72,,,37.55,3699.23,,0.9,,708.37,838.67,700.62,846.42,21.81,,2718.34,2.12,15.57,,,41.18,4786.7,,1.47,,1042.11,846.42,529.8,1358.73,22.96,,2892.74,2.07,15.86,,,45.52,5518.14,,1.24,,651.93,1358.73,526.46,1484.2,25.09,,3422.55,2.43,18.16,,,44.4,5995.76,,0.4,,553.65,1484.2,1257.28,780.57,23.21,,3232.97,2.2,16.24,,,43.49,5944.09,,0.49,,752.07,780.57,672.13,860.51,25.48,,3625.61,2.45,17.36,,,46.53,6559.75,,0.46,,794.66,860.51,807.66,847.51,24.13,,3403.05,2.23,15.45,,,44.7,6194.54,,0.55,,905.3,847.51,886.99,865.82,26.44,,4185.3,2.57,17.94,,,48.64,7512.88,,0.51,,952.97,865.82,969.68,849.11,26,,4918.37,2.55,18.26,,,50.76,8870.18,,0.56,,1128.38,849.11,1016.42,961.04,25.19,,4092.85,1.84,14.86,,,48.6,7748.04,1.43,0.65,,852.73,961.04,822.83,990.94,21.43,,3726.86,1.63,12.37,,,42.25,6932.12,1.07,0.39,,954.05,990.94,1186.38,758.6,44.23,,13613.74,1.92,38.44,,,43.24,8162.93,0.41,,,531.23,758.6,1082.54,207.3,30.08,,6237.12,2.52,14.73,,,53.55,10941.95,32,,,50.6,207.3,61.84,196.06
Citizencredit Co-Op. Bank Ltd.,10.68,,17.5,0.84,10.29,,,14.46,19.52,,,,14.71,6.51,0.72,20.5,12.88,,21.07,0.88,13.22,,,17.9,29.27,,,,5.05,20.5,16.62,8.93,11.51,,23.34,0.92,13.01,,,16.16,32.71,,,,19.36,8.93,4.57,23.72,8.98,,21.46,0.86,10.52,,,15.87,37.94,,3.24,,32.56,23.72,3.71,52.56,8.46,,21.62,0.82,9.1,,,17.4,43.99,,2.86,,21.83,52.56,13.65,60.75,8.26,,22.1,,8.35,,,17.05,45.8,,,,,,,,7.32,,20.71,0.69,7.08,,,14.57,41.34,6.05,2.22,,19.77,74.95,14.8,79.92,7.58,,22.19,0.67,6.99,14.47,14.47,12.83,37.7,5.88,2.29,,15.44,79.92,7.99,87.37,4.34,,19.41,0.52,3.79,11.87,11.87,11.31,33.3,6.26,2.64,,27.34,87.37,29.93,84.78,0.29,,12.5,0.31,0.26,7.4,7.4,11.19,34.92,4.99,1.65,,52.87,84.78,60.54,77.11,8.01,,24.04,0.39,6.54,9.78,9.78,11.1,33.32,4.62,0.87,,13.31,77.11,21.72,68.7,10.08,,28.15,0.4,7.22,10.14,10.14,13.2,36.67,5.03,0.68,,10.88,68.7,5.21,74.37,14.25,,37.95,0.72,9.13,17.95,17.95,18.18,48.47,4.74,,,35.78,74.37,44.94,65.21,12.84,,37.02,0.6,7.5,15.09,15.09,17.03,44.16,5.59,1.89,,41.02,65.21,21.45,84.78,15.21,,44.13,0.63,9.12,16.17,16.17,17.38,49.74,5.01,,,2.99,84.78,11.73,76.04
City Co-Op. Bank Ltd.,9.89,,0.18,,,,,7.87,0.14,,,,,,,,10.75,,0.3,,19.61,,,8.79,0.24,,,,,,,,11,,0.38,,18.84,,,9.54,0.29,,,,,,,,5.25,,0.2,,8.61,,,2.24,0.07,,,,,,,,11.33,,0.55,,21.52,,,8.92,0.39,,,,,,,,13.27,,0.96,,27.69,,,11.53,0.76,,,,,,,,5.64,,0.47,,10.77,,,6.28,0.51,,,,,,,,3.6,,0.48,,6.68,,,1.99,0.2,,,,,,,,2.37,,0.34,,,,,5.52,0.76,,,,,,,,6.02,,0.97,,11.76,,,12.06,1.86,,,,,,,,15.92,,2.66,1671,24.56,,,15.96,2.66,,,,,7.55,,7.55,11.18,,1.84,,11.01,,,7.69,1.19,,,,,,,11.82,7.95,,1.3,1459.02,5.8,,,4.79,0.71,,,,,,,12.56,1.64,,0.25,0.05,1.39,,,1.7,0.26,,,,,,,14.09,5.27,,0.81,8.18,5.46,,,8.29,1.29,,,,,,,12.49
City Union Bank Ltd.,13.85,,152.76,1.52,20.48,4.03,3.99,17.5,179.94,1.36,0.58,,107.52,102.08,116.1,93.5,15.36,,215.05,1.67,23.07,5.35,5.3,19.24,243.51,1.21,0.52,,120.66,88.23,96.41,112.48,14.22,,280.25,1.71,24.07,5.79,5.74,15.39,269.99,1.01,0.44,,144.41,112.48,133.35,123.54,13.07,,322.02,1.58,22.31,6.65,6.59,14.4,326.31,1.13,0.63,,223.43,123.54,173.87,173.1,12.27,,347.07,1.44,18.92,6.69,6.64,14.98,395.6,1.81,1.23,,456.21,173.1,336.25,293.06,12.03,,395.02,1.49,15.81,6.82,6.73,16.02,459.93,1.86,1.3,,425.09,293.06,382.33,335.82,12.96,,444.69,1.5,15.12,7.44,7.27,19.06,593.78,2.41,1.53,,428.99,335.82,252.83,511.98,13.53,444.69,502.77,1.5,14.95,8.39,8.24,22.18,759.35,2.83,1.71,,479.61,511.98,309.61,681.98,15.03,,592,1.6,15.29,9.18,9.15,22.03,797.56,3.03,1.7,,574.87,681.98,400.3,856.55,15.76,,682.85,1.64,14.98,9.57,9.47,21.61,844.65,2.95,1.81,,632.16,856.55,511.66,511.66,9.76,,476.32,1,9.39,6.48,6.41,22.06,992.75,4.09,2.29,,1110.47,977.05,674.12,674.12,12.25,,592.82,1.15,10.64,8.03,7.97,25.22,1137.96,5.11,2.97,,1113.05,1413.4,633.26,633.26,13.61,,760.17,1.35,12.01,10.29,10.18,22.6,1135.87,4.7,2.95,,1275.68,1893.19,1235.69,1933.18,13.91,,937.48,1.46,12.64,12.67,12.57,20.75,1194.51,4.37,2.36,,1329.03,1933.18,1342.05,1920.16,14.68,,1015.73,1.52,11.66,13.72,13.62,17.2,993.36,3.99,1.97,,1013.51,1920.16,1079.24,1854.43
Co-Operative Bank Of Ahmedabad Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.34,,2.97,,,,,7.98,2.49,,,,,,,,7.54,,2.75,,9.34,,,7.19,2.57,,,,,,,
Co-Operative Bank Of Rajkot Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.36,,2.22,1.11,,15.37,15.37,22.62,5.98,,,,,0.15,,,8.22,,2.46,1.04,6.99,15.62,15.62,22.58,6.75,,,,,0.23,,,8.63,,2.71,0.96,6.41,14.26,14.26,21.76,6.79,,,,,0.29,,
Coastal Local Area Bank Ltd.,2.37,,0.67,0.87,1.49,0.22,0.22,6.35,0.27,,0.74,,0.29,0.32,0.31,0.3,19.75,,1.25,1.5,13.26,,,22.78,1.28,,0.2,,,,,,21.09,,1.71,2.87,14.52,1.74,1.74,17.89,1.19,,0.21,,0.23,0.13,0.18,0.18,22.22,,2.44,3,17.58,2.48,2.48,21.14,1.89,,0.27,,0.54,0.22,0.46,0.3,23.42,,3.34,3.31,20.14,3.41,3.41,22.47,2.6,0.08,,,0.86,0.3,1.08,0.08,27.12,,4.84,3.93,21.93,4.65,4.65,30.17,4.55,0.08,0,,0.23,0.08,0.23,0.08,22.6,,5.37,3.19,19.34,3.44,3.44,25.78,5.28,0.34,0.09,,0.89,0.08,0.54,0.43,25.47,,7.4,4.09,23.53,0,0,27.78,6.89,0.24,0.05,,0.86,0.44,0.92,0.38,18.84,,5.62,2.97,16.29,2,2,17,4.4,0.5,0.23,,15.38,0.38,15,0.76,21.14,,14.53,2.96,,6.31,6.31,25.49,16.02,1.25,0.8,,33.52,1.9,31.04,4.38,20.75,,16.13,2.85,21.71,7.01,7.01,26.03,18.63,2.55,1.9,,46.9,4.38,51.28,9.71,22.37,,19.44,3.05,21.39,8.44,8.44,20.47,15.05,3.28,2.25,,44.06,9.71,53.77,14.98,20.66,,19.51,2.7,17.4,8.47,8.47,27.15,22.5,2.64,0.98,,5.88,14.98,7.06,13.8,15.52,,14.57,2.38,11.54,6.33,6.33,21.43,17.26,5.65,2.26,,87.08,13.8,70.06,30.82,18.67,,20.18,2.38,13.19,8.76,8.76,24.9,22.09,4.12,0.95,,27.96,30.82,34.5,24.28
Commerzbank A G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-187.39,,-4.31,,,,,-186.52,-4.29,,,,,,,,1.65,,0.49,,0.7,,,3.33,0.99,,,,,,,,-1.62,,-0.84,,-1.21,,,18.45,10.25,,,,,,,,2.34,,1.35,,1.81,,,9.46,5.23,,,,,,,,3.15,,2.18,0.44,2.59,,,4.67,2.91,,7.14,,,,,11.26,1.3,,1.06,0.18,1.17,,,7.21,5,,13.64,,13.9,11.27,3.26,21.91,-22.66,,-8.46,-2.6,-11.49,,,-29.9,-10.59,,100,,5.5,21.91,14.81,12.6
Commonwealth Bank Of Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-204.35,,-1.88,-1.39,,,,-204.35,-1.88,,,,,,,,-163.5,,-16.84,-11.5,-12.29,,,-162.52,-16.74,,,,,,,,-27.48,,-5.94,-2.99,-4.17,,,-26.5,-5.71,,,,,,,,-27.44,,-6.18,-2.56,-4.37,,,-26.12,-5.88,,,,,,,,-12.05,,-3.85,-1.07,-2.76,,,-9.53,-3.03,,,,,,,,-5.98,,-2.44,-0.53,-1.77,,,-5.97,-2.44,,,,,,,,-28,,-9.05,-1.94,-6.97,,,-28.23,-9.46,,,,,,,
Cooperatieve Rabobank U A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.39,,1.62,0.4,,,,26.18,12.5,,,,,,,,13.05,,12.19,1.42,1.99,,,27.49,25.52,,,,,,,,18.92,,27.4,2.66,4.3,,,37.94,53.97,,,,,,,,9.18,,17.41,1.05,2.64,,,20.25,37.89,,,,,,,,11.66,,28.86,1.13,2.93,,,27.44,67.86,,0.95,,20,,,20,-51.95,28.86,-137.14,-4.15,-11.16,,,21.19,56.42,,9.66,,424.35,20,,444.35,-102.67,-137.14,-244.28,-6.35,-27.14,,,22.82,63.22,,,,,444.35,-207.93,236.42,-3.55,,103.65,1.85,-1.56,,,15.6,66.95,3.06,,,,236.42,109.88,126.53,-13.43,,-50.87,-0.84,-5.85,,,6.43,28.13,6.48,3.14,,169.81,126.53,126.53,169.81,0.31,,2.23,0.03,0.1,,,14.65,46.94,15.45,11,,204.2,169.81,1.74,372.27,-34.89,,-89.81,-1.42,-13.47,,,24.66,89.12,10.29,4.79,,27.52,372.27,249.32,150.47,-10.6,,41.14,0.87,-2.41,,,24.8,51.3,35.6,16.79,,40.72,150.47,87.26,103.93,-18.54,,62.75,4.12,-1.88,,,42.94,41.66,,,,,103.93,103.93,
Corporation Bank [Merged],11.76,,444.46,1.24,11.44,30.99,,22.69,673.16,,0.64,,214.09,647.25,235.77,625.57,10.64,,536.14,1.17,11.8,37.38,,21.53,819.14,2.05,0.47,,268.9,625.57,269.9,624.57,11.66,,734.99,1.29,15.14,51.24,,19.27,968.6,1.47,0.32,,173.33,624.57,213.48,584.42,11.14,,892.77,1.24,17.58,62.24,,18.38,1282.02,1.14,0.29,,236.46,584.42,261.66,559.22,12.82,,1170.25,1.28,20.15,81.58,81.58,19.96,1597.35,1.02,0.31,,476.82,559.22,385.1,650.94,13.5,,1413.27,1.21,22.49,98.5,98.5,19.32,1896.08,0.91,0.46,,812.94,650.94,673.65,790.23,9.84,,1506.04,1.06,19.52,101.67,101.67,15.75,2194.83,1.26,0.87,,1202.78,790.23,718.8,1274.21,7.98,,1434.67,0.88,15.65,96.74,96.74,14.28,2316.13,1.72,1.19,,1797.3,1274.21,1023.28,2048.23,1.23,,561.72,0.29,2.51,7.15,7.15,9.36,1765.76,3.42,2.32,,3555.73,2048.23,867.17,4736.79,2.24,,584.26,0.28,4.65,6.97,6.97,11.96,2446,4.81,3.08,,3738.88,4736.79,1369,7106.67,-11.83,,-506.48,-0.23,-23.62,-5.48,-5.48,9.29,1878.39,9.98,6.53,,10581.98,7106.67,3144.4,14544.25,1,-506.48,561.21,0.23,1.98,5.17,5.17,15.35,3299.09,11.7,8.33,,7762.42,14544.25,5261.45,17045.22,-39.38,561.21,-4053.94,-1.67,-70.59,-35.3,-35.3,10.99,2076.2,17.35,11.74,,14576.86,17045.22,9408.64,22213.44,-46.71,-6332.98,-6332.98,-3.14,-63.49,-30.06,-30.06,12.54,2010.77,15.35,5.71,,6282.6,22213.44,7772.37,20723.68,-3.44,,-2391.59,-1.13,-4.8,-3.99,-3.99,4.54,769.69,13.8,4.91,,4336.27,20723.68,5660.93,19399.02
Cosmos Co-Operative Bank Ltd.,11.99,,98.81,0.65,11.14,,,14.68,115.61,,1.78,,74.89,253.01,54.55,273.35,14.4,,134.73,1.13,12.74,,,19.63,172.24,,1.54,,72.03,273.35,41.15,304.23,13.28,,180.33,1.06,14,,,17,213.99,,4.79,,403.32,304.23,36.35,671.2,6.07,,209.79,0.61,7.28,,,17.59,281.75,,4.67,,285.44,671.2,298.79,657.86,9.21,,208.21,0.49,11.17,20.52,20.52,16.99,293.13,,3.81,,253.08,657.86,242.95,667.99,4.04,,89.07,0.31,4.93,18.37,18.37,15.12,279.49,9.23,6.59,,585.96,667.99,223.91,1030.03,0.02,,23.24,0.23,0.02,14.56,14.56,14.22,265.93,9.84,7.5,,566.79,1030.03,499.87,1096.95,-0.22,,21.62,0.36,-0.28,18.65,18.65,16,303.41,7.73,5.96,,280.34,1096.95,491.82,885.46,1.17,,48.46,,1.26,-17.5,-17.5,11.99,196.57,9.45,7.24,,418.81,885.46,286.5,1017.77,-3.03,,27.35,,-3.16,6.19,6.19,10.63,168.99,8.53,6.3,,306,1017.77,334.25,989.52,-6.37,,-6.48,,-7.06,-16.17,-16.17,11.82,196.64,9.41,7.15,,532.62,989.52,440.25,1081.89,5.01,,173.14,0.28,5.49,17.54,17.54,21.73,378.15,11,8.75,,600.29,1081.89,374.99,1307.2,20.09,,393.99,0.38,17.8,19.73,19.73,19.75,299.21,6.86,4.74,,163.26,1307.2,627.29,843.17,-9.97,,92.69,0.73,-9.06,45,45,22.86,364.86,4.8,1.74,,212.89,843.17,426.82,629.24,1.07,,95.99,1.69,1.07,114.04,114.04,21.35,399.64,3.22,1.54,,370.46,629.24,510.16,489.54
Credit Agricole Corporate & Invst. Bank,22.47,,155.54,4.1,17.63,,,50.75,349.07,,,,,2.22,1.32,0.9,12.78,,78.2,1.72,6.94,,,61.79,377.38,,6.18,,276.26,0.9,,277.16,7.92,,47.86,0.89,3.48,,,45.23,270.95,,,,,277.16,78.31,198.85,29.58,,270.55,4.92,13.79,,,49.25,358.37,,,,,198.85,197.94,0.91,20.88,,154.65,3.21,6.47,,,40.3,217.3,0.02,0,,,0.91,0.32,0.59,20.92,,96.01,2.05,5.31,,,37.98,174.31,0.66,0.32,,16.79,0.59,,17.38,18.06,,96.71,0.84,4.63,,,42.99,209.26,0.01,0,,,17.38,16.79,0.59,13.48,,71.43,0.67,3.45,,,39.13,198,4.18,3.12,,237.03,0.59,,237.62,-58.21,,-150.14,-1.28,-14.37,,,25.65,121.27,6.16,4.64,,360.11,237.62,321.48,276.25,-73.09,,-269.67,-2.36,-19.06,,,14.5,63.72,9.1,1.47,,20.46,276.25,100.15,3.83,12.06,,159.88,1.17,4.12,,,13.22,73.5,0.06,,,13.45,383.56,393.84,3.17,15.42,,99.25,0.68,5.47,,,22.96,145.2,0.06,,,,3.17,0.24,2.93,27.01,,221.09,1.32,8.25,,,27.34,179.02,0.07,,,,2.93,,2.93,10.92,,75.69,0.44,2.48,,,20.37,135.25,0.06,,,,2.93,,2.93,8.96,,80.74,0.36,2.27,,,17.84,158.46,0.06,,,,2.93,,2.93
