,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr
N K G S B Co-Op. Bank Ltd.,12.1,166.82,,,,,12.1,166.82,,,,,,13.66,254.7,,,,,13.66,254.7,,,,,,13.36,278.37,,,,,13.36,278.37,,,,,,13.43,320.07,,,,,13.43,320.07,,,,,,13.09,362.16,,,,,13.09,362.16,,,,,,12.62,470.62,,,,,12.62,470.62,,,,,,12.7,546.37,,,,,12.7,546.37,,,,,,12.32,585.47,,,,,12.32,585.47,,,,,,12.63,586.19,,,,,12.63,586.19,,,,,,12.9,599.18,,,,,12.9,599.18,,,,,,13.17,586.65,,,,,13.17,586.65,,,,,,13.43,568.56,,,,,13.43,568.56,,,,,,13.07,527.38,,,,,13.07,527.38,,,,,,12.66,556.18,,,,,12.66,556.18,,,,,,12.85,646.46,,,,,12.85,646.46,,,,,
N S D L Payments Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.06,,,,231.06,,,231.06,,,,265.87,,,,,,265.87,,,,,,,229.67,,,,,,229.67,,,,,,,501.58,,,,,,501.58,,,,501.58,,501.58,305.89,131.97,,,,,305.89,131.97,,,305.89,,305.89,234,131.71,,,,,234,131.71,,,,,
Nainital Bank Ltd.,15.53,,15.68,250.06,,,15.68,250.06,1594.74,15.68,,,,17.49,,16.35,320.16,,,16.35,320.16,1958.01,16.35,,,,14.23,,0,0,,,14.23,,0,0,,,,14.34,,14.43,400.74,,,14.43,400.74,2775.98,14.43,,,,15.02,,15.13,0,15.13,,15.13,,0,15.13,15.13,0.44,14.69,14.71,,,,14.86,,14.86,,,,14.86,0.45,14.41,15.75,,15.75,,15.69,,15.69,,,15.75,15.69,0.44,15.25,,,13.02,,12.78,,12.78,,,13.02,12.78,0.31,12.47,,,15.3,,14.95,,14.95,,,15.3,14.95,0.44,14.51,,,15.15,,14.85,,14.85,,,15.15,14.85,0.44,14.41,,,,,12.94,,12.94,,,,12.94,0.49,12.45,,,,,13.67,,13.67,,,,13.67,0.79,12.88,,,,,14.05,,14.05,,,,14.05,0.92,13.13,,,,,16.24,756.62,16.24,756.62,,,16.64,1.01,15.63,,,,,15.23,759.13,15.23,759.13,,,,,
Narmada Jhabua Gramin Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Australia Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.74,150.69,423.74,,,,423.74,150.69,,423.74,,,,96.08,0,96.08,,,,96.08,0,,96.08,,,,201.85,0,0,,,,201.85,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.15,,228.15,,,,228.15,0.31,227.84,,,,,169.7,,169.7,,,,169.7,0.17,169.53,,,,,591.83,,591.83,,,,,,
National Bank Of Abu Dhabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.06,,208.06,,,,208.06,,208.06,,,,,408.76,,408.76,,,,408.76,,408.76,,,,,350.07,,350.07,,,,350,,350,,,,,118.29,,118.29,,,,118.29,1.1,117.19,,,,,38.55,,38.55,,,,38.55,1.22,37.33
National Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.51,9.33,,,,,20.51,9.33,,,,,,18.4,12.11,,,,,18.4,12.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.94,,,,,,13.94,,,,,,,12.56,,,,,,12.56,,,,,,,12.91,47.89,,,,,12.91,47.89,,,,,,14.43,31.8,,,,,14.43,31.8,,,,,,15.46,32.89,,,,,15.46,32.89,,,,,
Natwest Markets P L C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.56,,,,,,132.56,,,,132.56,,132.56,,,,,295.68,,295.68,,,,,,,,,,,313.3,,313.3,,,,313.3,0.54,312.76,,,,,284.1,,284.1,,,,284.1,0.54,283.56,,,,,290.36,2605.05,290.36,2605.05,,,290.36,0.43,289.93,,,,,306.42,2524.82,306.42,2524.82,,,306.42,0.38,306.04
Navanirman Co-Op. Urban Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nedungadi Bank Ltd. [Merged],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.97,,,,,,11.97,,,,,,,12.85,,,,,,12.85,,,,,,,10.24,,,,,,10.24,,,,,,,9.04,,,,,,9.04,,,,,,,-1.93,,,,,,-1.93,,,,,,,-1.99,,,,,,-1.99,,,,,,,-13.59,,,,,,-13.59,,,,,,
New India Co-Op. Bank Ltd.,25.87,146.39,,,,,25.87,146.39,,,,,,26.71,160.33,,,,,26.71,160.33,,,,,,18.76,,,,,,18.76,,,,,,,17.82,,,,,,17.82,,,,,,,15.57,,,,,,15.57,,,,,,,12.93,,,,,,12.93,,,,,,,12.35,,,,,,12.35,,,,,,,12.38,,,,,,12.38,,,,,,,12.39,,,,,,12.39,,,,,,,12.81,,,,,,12.81,,,,,,,11.32,,,,,,11.32,,,,,,,12.48,,,,,,12.48,,,,,,,10.86,186.59,,,,,10.86,186.59,,,,,,9.03,160.93,,,,,9.03,160.93,,,,,,7.83,125.42,,,,,7.83,125.42,,,,,
North East Small Finance Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.75,306,,,21.75,306,1407.09,21.75,,,,,,22.82,,,,22.82,,1511.86,22.82,,,,,,24.98,,,,24.98,,,24.98,,,,,,21.22,,,,21.22,,,21.22,,,,,,17.05,,,,17.05,,1697.69,17.05,,,,,,5.5,,5.5,48.78,5.5,48.78,1773.82,5.5,,,,,,,,11.31,54.02,11.31,54.02,,,,,
Oriental Bank Of Commerce [Merged],9.21,,,,,,9.21,,,,,,,11.04,,,,,,11.04,,,,,,,12.51,,,,,,12.51,,,,,,,12.12,,,,,,12.12,,,,,,,12,,12.98,9436.14,,,12.98,9436.14,72711.48,12.98,,,,10.83,,12.54,10597.16,,,12.54,10597.16,84532.35,12.54,,,,12.3,,14.23,13991.42,,,14.23,13991.42,98319.43,14.23,,,,11.01,,12.69,14917.67,,,12.69,14917.67,117514.97,12.69,,,,10.75,,12.04,16541.55,,,12.04,16541.55,0,12.04,,,,0,,11.85,17500.25,11.01,,11.01,17500.25,,11.85,11.01,2.15,8.86,,,,,11.41,,11.41,,,,11.41,2.68,8.73,,,,,11.76,,11.76,,,,11.76,2.66,9.1,,,,,11.64,,11.64,,,,11.64,2.76,8.88,,,,,10.5,,10.5,,,,10.5,18.11,7.61,,,,,12.73,,12.73,,,,12.73,22.71,9.98
Oversea-Chinese Banking Corpn. Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,,,,,,291,,,,,,,90.93,,,,,,90.93,,,,,,,94,,,,,,94,,,,,,,98.34,,,,,,98.34,,,,,,,168.11,,,,,,168.11,,,,,,,192.12,,,,,,192.12,,,,,,,385.49,,,,,,385.49,,,,,,
Patan Co-Operative Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.72,,,,,,25.72,,,,,,,27.66,,,,,,27.66,,,,,,,35.21,,,,,,35.21,,,,,,,23.81,6.78,,,,,23.81,6.78,,,,,,,7.69,,,,,,7.69,,,,,,,7.69,,,,,,7.69,,,,,,,9.63,,,,,,9.63,,,,,,29.04,11.37,,,,,29.04,11.37,,,,,,22.98,11.82,,,,,22.98,11.82,,,,,,23.42,8.95,,,,,23.42,8.95,,,,,,24.19,10.17,,,,,24.19,10.17,,,,,
Paytm Payments Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.14,,80.14,,,,,,,,,,,45.41,,45.41,,,,,,,,,,,64.89,,64.89,,,,,,,,,,,62.59,,62.59,,,,,,,,,,,38.63,,38.63,,,,,,,,,,,28.35,,28.35,,,,,,
Pinakini Grameena Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,,,,,,13.89,,,,,,,17.3,,,,,,17.3,,,,,,
Progressive Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pt Bank Maybank Indonesia T B K,59.92,,,,,,59.92,,,,,,,103.78,,,,,,103.78,,,,,,,123.07,,,,,,123.07,,,,,,,103.99,,,,,,103.99,,,,,,,133.94,,,,,,133.94,,,,,,,92.26,36.09,,,,,92.26,36.09,,,,,,108.87,34.92,,,,,108.87,34.92,,,,,,142.5,39.92,,,,,142.5,39.92,,,,,,439.31,183.65,0,0,,,439.31,183.65,,0,,,,217.97,179.66,165.61,179.66,165.61,,165.61,179.66,,165.61,165.61,0.19,165.42,,0,0,0,133.59,,133.59,0,,0,133.59,0.25,133.34,,,,,86.63,,86.63,,,,86.63,0.32,86.31,,,,,95.1,,95.1,,,,95.1,0.38,94.72,,,,,126.64,,126.64,,,,126.64,0.29,126.35,,,,,122.29,,122.29,,,,122.29,0.38,121.91
Punjab & Maharashtra Co-Op. Bank Ltd. [Merged],14.38,118.95,,,,,14.38,118.95,,,,,,14.49,142.93,,,,,14.49,142.93,,,,,,13.36,172.3,,,,,13.36,172.3,,,,,,13.33,,,,,,13.33,,,,,,,13.23,246.92,,,,,13.23,246.92,,,,,,13.28,,,,,,13.28,,,,,,,12.83,,,,,,12.83,,,,,,,12.54,,,,,,12.54,,,,,,,12.43,,,,,,12.43,,,,,,,12.2,,,,,,12.2,,,,,,,12.32,,,,,,12.32,,,,,,,12.29,,,,,,12.29,,,,,,,12.62,,,,,,12.62,,,,,,,-258.66,,,,,,-258.66,,,,,,,-338,,,,,,-338,,,,,,
Punjab & Sind Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punjab National Bank,12.97,,14.16,26763.56,,,14.16,26763.56,,14.16,,,,11.76,,12.42,30887.68,,,12.42,30887.68,,12.42,,,,11.59,,12.63,36852.59,,,12.63,36852.59,,12.63,,,,12.28,,12.72,41272.67,,,12.72,41272.67,,12.72,,,,,,12.28,45741.07,11.52,,11.52,45741.07,,12.28,,,,,,12.99,51596.7,12.21,,12.21,51596.7,,12.99,,,,,,11.95,48756.38,11.28,,11.28,48756.38,,11.95,,,,,,12.33,53612.62,11.66,,11.66,53612.62,,12.33,11.66,2.75,8.91,,,,,9.2,,9.2,,,,9.2,2.08,7.12,,,,,9.73,,9.73,,,,9.73,2.24,7.49,,,,,14.14,,14.14,,,,,,,,,,,14.32,22506.56,14.32,22506.56,,,,,,,,,,14.5,87110.66,14.5,87110.66,,,14.5,2.77,11.73,,,,,15.5,102156.81,15.5,102156.81,,,15.5,2.81,12.69,,,,,15.97,117466.27,15.97,117466.27,,,15.97,2.8,13.17
R B L Bank Ltd.,36.01,,34.07,354.73,,,34.07,354.73,,34.07,,,,59.42,,56.41,1083.72,,,56.41,1083.72,,56.41,,,,22.69,,23.2,1149.02,,,23.2,1149.02,,23.2,,,,16.42,,17.11,1622.22,,,17.11,1622.22,,17.11,,,,,,0,0,14.64,2040.9,14.64,2040.9,,0,14.64,0.31,14.33,,,,,13.13,2272.91,13.13,2272.91,,,13.13,0.39,12.74,,,,,12.94,3463.04,12.94,3463.04,,,12.94,1.84,11.1,,,,,13.72,5097.47,13.72,5097.47,,,13.72,,11.39,,,,,15.33,,15.33,,,,15.33,,13.61,,,,,13.46,,13.46,,,,,,,,,,,16.45,,16.45,,,,,,,,,,,17.5,12937.9,17.5,12937.9,,,17.5,0.86,16.64,,,,,16.82,12771.5,16.82,12771.5,,,16.82,0.61,16.21,,,,,16.92,14407.56,16.92,14407.56,,,16.92,1.67,15.25,,,,,16.18,15957.61,16.18,15957.61,,,16.18,1.8,14.38
R S Co-Operative Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.35,4.7,,,,,14.35,4.7,,,,,,12.74,4.97,,,,,12.74,4.97,,,,,
Raghuvanshi Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal Bank Of Scotland N V,13.17,,,,,,13.17,,,,,,,12.57,,,,,,12.57,,,,,,,13.48,,,,,,13.48,,,,,,,10.55,,,,,,10.55,,,,,,,10.44,2256.17,,,,,10.44,2256.17,,,,,,11.34,3223.63,,,,,11.34,3223.63,,,,,,,,,,,,,,,,,,,,,12.66,,,,12.66,,,12.66,,,,12.5,3200.4,12.5,3200.4,,,12.5,3200.4,,12.5,,,,11.65,3169.73,11.65,3169.73,,,11.65,3169.73,,11.65,,,,12.46,3389.32,12.46,3389.32,,,12.46,3389.32,,12.46,,,,0,0,14.5,3453.82,,,14.5,3453.82,,14.5,14.5,3.51,14.5,0,0,0,0,15.32,3499.83,15.32,3499.83,,0,15.31,3.38,11.93,,,,,14.23,,14.23,,,,14.23,2.97,11.26,,,,,26.09,,26.09,,,,26.09,4.14,21.95
S B E R Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.11,124.9,405.11,124.9,,,405.11,124.9,,405.11,,,,,,,,,,,,,,,,,,,193.98,,,,193.98,,,193.98,,,,,,,,51.92,,51.92,,,,51.92,0.34,51.58,54.13,,,,54.13,,54.13,,,,54.13,0.49,53.64,,,,,55.1,,55.1,,,,,,,,,,,95.74,275.51,95.74,275.51,,,95.74,0.61,95.13,,,,,92.47,221.32,92.47,221.32,,,92.47,0.74,91.73,,,,,116.99,,116.99,,,,116.99,0.69,116.3,,,,,105.92,,105.92,,,,105.92,0.14,105.78,,,,,95.35,,95.35,,,,,,,,,,,90.12,,90.12,,,,,,
S B I Commercial & Intl. Bank Ltd. [Merged],11.56,,,,,,11.56,,,,,,,30.59,,,,,,30.59,,,,,,,27.69,,,,,,27.69,,,,,,,28.9,,,,,,28.9,,,,,,,24.32,,,,,,24.32,,,,,,,19.85,,,,,,19.85,,,,,,,22.1,,,,,,22.1,,,,,,,21.19,,,,,,21.19,,,,,,,30.43,99.45,,,,,30.43,99.45,,,,,,23.56,89.37,,,,,23.56,89.37,,,,,,22.29,99.72,,,,,22.29,99.72,,,,,,20.93,104.75,,,,,20.93,104.75,,,,,,25.06,118.24,23.48,,,,23.48,118.24,,23.48,,,,23.81,119.07,21.24,119.07,,,21.24,119.07,560.52,21.24,,,,32,132.05,27.31,132.05,,,27.31,132.05,483.54,27.31,,,
S B M Bank (India) Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.84,,48.84,,,,48.84,,47.17,,,,,32.44,,32.44,,,,32.44,,31.48,,,,,20.72,,20.72,,,,20.72,,19.46,,,,,17.28,,17.28,,,,17.28,1.22,16.06,,,,,16.16,,16.16,,,,16.16,4.7,11.46
S B M Bank (Mauritius) Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.81,,45.81,,,,46.36,1.1,45.26,,,,,41.88,,41.88,,,,41.88,0.93,40.95,,,,,33.84,,33.84,,,,33.84,0.7,33.14,,,,,22.66,,22.66,,,,24.72,0.72,24
S V C Co-Operative Bank Ltd.,13.48,,,,,,13.48,,,,,,,14.01,,,,,,14.01,,,,,,,12.78,,,,,,12.78,,,,,,,13.36,,,,,,13.36,,,,,,,13.46,,,,,,13.46,,,,,,,12.66,,,,,,12.66,,,,,,,12.46,,,,,,12.46,,,,,,,12.69,,,,,,12.69,,,,,,,12.99,,,,,,12.99,,,,,,,12.9,,,,,,12.9,,,,,,,12.96,,,,,,12.96,,,,,,,13.89,,,,,,13.89,,,,,,,,,,,13.47,,13.47,,,,13.47,4.66,8.81,,,,,14.7,2038.52,14.7,2038.52,,,14.7,4.2,10.49,,,,,15.37,2157.37,15.37,2157.37,,,,,
Sakura Bank Ltd. [Merged],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.19,,,,,,12.19,,,,,,,11.84,,,,,,11.84,,,,,,,10.29,,,,,,10.29,,,,,,,15.01,,,,,,15.01,,,,,,,16.21,,,,,,16.21,,,,,,
Samasta Nagar Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sangli Bank Ltd. [Merged],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.21,,,,,,6.21,,,,,,,8.03,,,,,,8.03,,,,,,,10.98,,,,,,10.98,,,,,,,11.58,,,,,,11.58,,,,,,,12.13,,,,,,12.13,,,,,,,11.64,,,,,,11.64,,,,,,,14.94,,,,,,14.94,,,,,,,13.68,,,,,,13.68,,,,,,
Santhal Parganas Gramin Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saptagiri Grameena Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saraswat Co-Operative Bank Ltd.,14.63,1356.33,,,,,14.63,1356.33,,,,,,12.74,1421.41,,,,,12.74,1421.41,,,,,,12.37,1558.55,,,,,12.37,1558.55,,,,,,11.15,1502.88,,,,,11.15,1502.88,,,,,,12.11,1780.27,,,,,12.11,1780.27,,,,,,12.57,2128.92,,,,,12.57,2128.92,,,,,,12.15,2433.44,,,,,12.15,2433.44,,,,,,14,2802.24,,,,,14,2802.24,,,,,,13.6,2907.14,,,,,13.6,2907.14,,,,,,13.16,3279.57,,,,,13.16,3279.57,,,,,,14.75,3643.24,,,,,14.75,3643.24,,,,,,14.26,3706.53,,,,,14.26,3706.53,,,,,,13.94,4071.59,,,,,13.94,4071.59,,,,,,16.01,4604.05,,,,,16.01,4604.05,,,,,,17.28,5350.33,,,,,17.28,5350.33,,,,,
Sarva U P Gramin Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Satara Sahakari Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saurashtra Gramin Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scotia Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.59,,,,,,18.59,,,,,,,24,,14.93,1482.6,,,14.93,1482.6,9931.91,14.93,,,
Shalini Sahakari Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
