,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone
Commonwealth Bank Of Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,0.92,,-1.39,-1.88,,,,,2.78,2.78,99.29,99.29,8.32,10.3,,-11.5,-16.74,,,,,26.67,26.69,98.27,98.34,14.66,21.58,0.03,-2.99,-5.71,,,,,26.42,26.9,96,97.75,17.42,22.52,0.01,-2.56,-5.88,,,,,25.36,27.65,88.36,96.34,26.6,31.86,0.05,-1.07,-3.03,,,,,25.93,33.89,72.61,94.9,36.91,41,0.09,-0.53,-2.44,,,,,25.11,42.51,57.8,97.86,31.89,34.1,0.2,-1.94,-9.46,,,,,27.29,42.65,63.24,98.84
Cooperatieve Rabobank U A,,,,,,,,,,,,,,,,,,,,,,,,,,,25.29,47.77,0.02,2.66,12.5,,,,,34.61,34.68,74.99,75.15,71.99,92.94,0.02,2.84,25.52,,,,,56.23,65.74,69.63,81.41,86.83,142.99,0.31,5.32,53.97,,,,,64.58,86.27,55.87,74.63,139.54,187.35,0.04,2.28,37.89,,,,,86.42,145.79,50.85,85.79,187.5,247.38,0.07,2.67,67.86,,,,,80.71,176.07,36.93,80.57,227.02,267.46,0.05,1.74,56.42,,,,,91.97,206.6,22.73,51.06,245.31,317.29,0.11,1.66,63.22,236.42,,,,85.54,212.67,15.23,37.87,383.37,548.95,0.89,1.21,66.95,126.53,,,,109.65,361.15,24.62,81.1,407.3,445.86,0.22,0.48,28.13,169.81,,,,134.32,408.66,27.04,82.27,284.66,323.36,1.69,0.65,46.94,,,,,112.47,272.3,35.02,84.79,309.77,397.64,0.01,1.41,89.12,,,3.01,4.78,137.8,270.2,28.27,55.43,142.17,270.02,,1.15,51.3,,,3.49,5.74,72.82,154.95,31.82,67.7,91.69,178.79,0.86,2.79,41.66,,,0.25,9.72,50.92,54.53,43.88,46.99
Corporation Bank [Merged],2626.47,3201.69,158.25,2.66,673.16,,3.56,4.55,3.56,690.49,2138.98,25.04,77.58,3434.51,4070.04,151.05,2.5,819.14,,3.07,5.3,3.08,744.22,2851.22,21.06,80.68,4596.61,5321.6,166.03,2.2,968.6,,2.71,6.45,2.71,832.42,3917.31,18.15,85.41,6140.95,7292.66,224.54,2.5,1282.02,,2.43,7.31,2.43,991.61,5566.14,15.49,86.97,6987.69,8483.34,382.22,2.33,1597.35,,2.07,5.54,2.07,1194.02,6340.27,16.33,86.7,9135.25,10402.72,578.46,2.19,1896.08,,2.52,5.74,2.85,1461.94,7737.16,16.26,86.07,13017.79,14590.68,575.28,2.01,2194.83,,2.21,7.63,2.48,1595.24,11551.43,12.19,88.28,15334.09,17031.42,727.11,1.87,2316.13,,2.11,8.12,2.29,1789.65,13697.89,11.47,87.83,17958.57,19926.65,736.65,1.56,1765.76,,1.94,8.03,2.1,2168.26,16880.46,11.2,87.17,19556.45,21367.05,800.79,1.44,2446,,1.93,7.97,2.07,2292.05,17778.15,11.03,85.54,19411.24,23140.42,928.45,1.41,1878.39,,1.93,7.51,2.06,2741.79,18201.58,11.59,76.97,19471.47,22896.8,1063.54,1.85,3299.09,,1.86,6.74,2.12,2940.5,18037.12,13.17,80.76,17628.33,23739.85,1053.11,1.62,2076.2,,,5.74,2.32,3025.54,16636.31,10.89,59.86,15622.63,19455.54,1545,1.93,2010.77,,,5.4,3.05,3309.56,13844.85,12.83,53.69,16170.58,20024.41,2977.39,1.8,769.69,,5.08,5.62,2.83,4995.13,15991.03,22.28,71.34
Cosmos Co-Operative Bank Ltd.,727.56,796.81,5.66,1.51,115.61,,,7.78,,105.85,646.4,15.16,92.61,819.39,891.71,6.9,1.72,172.24,,,6.69,,135.5,677.73,17.9,89.53,1181.91,1272.44,0.23,1.6,213.99,,,8.06,,157.61,1020.2,14.43,93.42,1488.44,1714.62,0.28,1.9,281.75,,,8.6,,178.03,1294.74,11.83,86.04,1557.83,1774.91,0.37,1.81,293.13,,,8.42,,203.62,1405.11,13,89.69,1666.17,1862.61,0.05,1.56,279.49,,,8.31,,234.82,1529.74,13.24,86.25,1765.35,1892.62,0.05,1.61,265.93,,,8.01,,216.51,1556.65,11.58,83.27,1596.43,1922.63,0.06,1.74,303.41,,,7.43,,284.21,1545.91,14.95,81.32,1461.3,1668.99,0.05,1.28,196.57,,,6.48,,268.92,1386.71,16.59,85.57,1462.63,1666.92,0.94,1.06,168.99,,,6.34,,289.64,1359.1,17.67,82.89,1441.62,1768.49,0.97,1.35,196.64,,,6.59,,315.27,1406.43,17.76,79.24,1360.55,1829.91,3.55,2.42,378.15,,,5.81,2.35,308.13,1301.05,18.6,78.53,1397.58,1628.3,1.57,1.92,299.21,,,4.73,3.49,324.07,1145.43,26.26,92.8,1472.95,1855.04,0.72,2.52,364.86,,,4.49,3.8,335.81,1155.87,19.05,65.59,1709.63,1950.2,2.03,2.02,399.64,,,5.2,3.64,358.49,1390.94,19.33,75.02
Credit Agricole Corporate & Invst. Bank,346.59,690.48,2.08,8.6,349.07,,,,,96.32,335.25,18.01,62.67,329.76,611.76,0.96,8.54,377.38,,,,,76.87,229.91,14.41,43.09,368.93,602.04,2.63,5.19,270.95,,,,,90.14,323.56,16.27,58.39,452.51,784.32,1.91,6.46,358.37,,,,,98.5,364.75,19.17,70.99,431.24,583.43,2.76,4.29,217.3,,,,,89.56,317.57,20.89,74.06,376.42,458.91,,3.71,174.31,,,,,90.75,280.83,25.01,77.38,380.51,496.99,1.75,1.84,209.26,,,,,103.4,274.05,25.83,68.46,410.21,511.18,2.2,1.88,198,,,,,112.95,304.73,25.69,69.3,429.22,600.36,1.57,1.19,121.27,,,,,125.44,348.25,16.71,46.4,425.01,490.71,,0.68,63.72,,,,,128.73,372.22,16.93,48.95,527.77,649.28,0.37,0.5,73.5,,,,,161.85,478.42,33.07,97.76,569.68,645.17,12.66,1.04,145.2,,,,,153.9,481.47,28.19,88.19,568.45,706.45,10.15,1.13,179.02,,,,,162.59,469.89,33.5,96.81,541.37,674.2,8.09,0.84,135.25,,,,,173.04,522.87,28.91,87.36,799.48,899.08,10.4,0.76,158.46,,,,,183.39,723.73,22.41,88.44
Credit Lyonnais,,,,,,,,,,,,,,3.8,4.86,,,-0.39,,,,,2.32,5.09,44.19,96.95,28.35,28.99,0.17,,4.29,,,,,6.41,24.17,26.13,98.53,45.27,68.29,0.33,,23.73,,,,,5.27,43.94,9.03,75.3,41.39,66.26,0.64,,26.85,,,,,7.35,38.41,12.99,67.9,64.3,114.64,1.94,,41.7,,,,,11.88,70.42,12.17,72.13,89.66,130.23,1.29,,20.64,,,,,11.06,107.6,9.1,88.55,95.5,159.32,0.79,,29.2,,,,,14.38,127.78,9.96,88.5,89.93,139.76,0.77,,31.81,,,,,20.46,105.93,14.09,72.92,93.1,153.1,0.59,,36.97,,,,,15.27,114.48,11.12,83.33,91.74,168.13,4.04,4.4,41.71,,,,,20.13,121.41,13.24,79.88,98.68,194.98,2.23,3.8,43.75,,,,,21.6,147.82,11.22,76.82,90.49,183.75,2.75,2.5,28.04,,,,,26.36,151.26,14.68,84.26,76.04,179.58,6.38,1.7,16.14,,,,,34.06,152.66,19.92,89.26,48.37,155.84,3.29,1.7,18.38,,,,,30.38,132.35,20.79,90.56
Credit Suisse A G (Mumbai),,,,,,,,,,,,,,7.1,7.1,,2.04,-13.76,,,,,20.69,20.69,137.2,137.2,100.56,238.14,9.89,11.12,150.98,,,,,53.55,76.17,35.94,51.12,217.19,309.58,4.22,5.64,155.16,,,,,50.3,148.62,22.95,67.82,350.2,397.87,5.9,3.08,126.74,,,,,67.09,263.26,20.45,80.24,692.67,981.91,4.66,5.36,440.82,,,,,75.56,535.43,10.23,72.46,724.98,823.03,4.46,2.65,254.79,,,,,76.34,562.91,11.25,82.98,555.65,832.53,3.85,5.09,403.35,,,,,76.34,408.81,12.88,68.96,429.96,455.16,2.93,2.95,190.89,,,,,75.17,261.16,21.63,75.16,488.77,531.57,1.53,2.96,215.35,,,,,66.93,307.85,12.98,59.72,459.3,661.39,11.3,2.15,-98.17,,,,,58.54,591.42,7.55,76.28,765.09,993.68,16.19,4.4,550.13,,,2.5,4.16,69.49,380.7,10.48,57.39,1134.61,1903.99,19.62,1.46,260.83,,,2.64,3.93,84.11,1364.67,5.25,85.22,1394.93,1534.71,15.55,2.13,460.4,,,2.87,3.17,85.24,1054.82,6.69,82.8,871.45,1537.17,19.28,2.4,340.34,,,3.84,3.9,101.64,1170.85,7.59,87.39
D B S Bank India Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.54,417.51,0.74,0.02,10.49,,,,,144.66,357.47,36.44,90.04,3246.4,3701.37,2.71,0.37,239.72,,,,,1195.11,3423.57,33.29,95.35,3373.33,4493.22,9.16,1.29,899.47,,,,,1477.23,3354.29,35.33,80.22,4315.4,5335.03,22.88,0.28,192.72,,,,,2364.35,4787.69,45.75,92.63,5734.9,6907.59,10.31,0.38,254.23,,,,,2660.26,6243.25,39.83,93.47,7836.77,9478.33,6.38,,574.48,,,,,3255.54,8466.34,35.77,93.02
D B S Bank Ltd.,22.17,35.23,,2.79,11.93,,,,,6.38,20.5,14.66,47.12,17.1,39.45,,1.76,9.82,,,,,15.69,27.23,51.53,89.43,154.45,164.07,0.64,2.11,34.5,,,,,34.8,125.91,23.51,85.05,381.25,476.27,1.76,3.24,133.58,,,,,68.14,336.01,16.94,83.55,634.1,681.22,3.24,1.71,123.26,,,,,79.86,548.96,12.96,89.09,808.64,1135.8,0.55,4.74,469.65,,,,,154.29,656.91,17.6,74.92,879.81,1076.22,0.24,4.85,502.54,,,,,155.03,559.8,19.23,69.44,1065.87,1267.71,0.8,1.86,289.47,,,,,256.92,963.04,22.53,84.44,1797.12,2291.53,3.73,2.17,689.31,,,,,387.33,1578.87,19.8,80.72,2559.19,2937.59,4.62,1.65,673.4,,,,,456.98,2238.95,17.25,84.52,2560.53,2816.18,2.51,1.3,515.41,,,,,469.26,2269.46,16.68,80.65,2332.73,2691.3,3.2,1.11,442.98,,,,,559.57,2204.07,18.87,74.31,2091.87,2447.86,14.82,1.21,415.16,,,,,558.61,1905.11,22.9,78.1,2577.93,3200.6,5.34,1.17,478.19,,,,,774.59,2678.6,24.3,84.03,2485.39,2798.69,2.87,-0.1,-128.62,,,,,901.16,2872.48,27.05,86.22
D C B Bank Ltd.,458.97,569.13,15.87,0.8,28.8,,,,2.79,187.7,506.7,28.98,78.25,536.26,648.36,10.61,1.22,74.25,,,,3.13,202.03,549.3,32.23,87.62,716.97,820.53,5.92,1.04,79.9,,,,3.25,232.28,722.38,30.35,94.37,916.1,1035.18,8.25,1.31,119.94,,,,3.34,261.67,893.36,28.04,95.74,1128.26,1274.18,11.07,1.62,177.51,,,,3.56,301.12,1060.99,26.82,94.49,1386.52,1588.26,11.27,1.99,229.75,,,,3.72,373.13,1287.98,26.71,92.19,1693.27,1919.62,23.57,2.05,318.24,,,,3.94,460.67,1543.24,26.72,89.52,2071.32,2325.34,28.19,1.95,385.52,,,,4.04,588.71,1867.77,27.7,87.87,2403.16,2725.87,33.75,2.01,481.76,,,,4.16,727.37,2151.04,29.4,86.93,3041.49,3392.55,50.26,1.97,600.55,,,,3.83,808.67,2702.99,26.42,88.3,3536.63,3929.94,66.12,2.02,696.15,,,,3.67,851.81,3123.52,23.76,87.13,3458.21,3975.01,92.77,2.29,799.21,,,,3.59,790.02,2969.46,21.74,81.73,3512.76,3971.81,111.75,1.93,691.48,,,,3.56,948.86,3110.9,25.8,84.57,4200.27,4664.37,69.57,1.64,724.44,,,,3.93,1262.65,3747.33,30.12,89.39,5362.04,5924.27,35.37,1.51,833.82,,,,3.65,1443.25,4879.36,26.82,90.67
Deccan Merchants Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,7.74,0.14,,1.34,,,,,2.6,6.14,36.41,85.99,9.07,9.46,0.17,,1.61,,,,,2.9,7.52,33.41,86.64,4.36,10.85,0.19,,1.22,,,,,3.64,9.29,35.2,89.85,4,12.55,0.28,,0.38,,,,,4.54,11.64,36.82,94.4,15.62,17.43,1.55,1.24,0.27,,,,,5.19,15.29,33.21,97.82,14.26,16.45,1.93,1.49,0.41,,,,,5.56,13.84,39.4,98.09,14.23,16.03,1.45,1.52,0.96,,,5.71,,5.53,13.3,40.6,97.65,14.25,15.46,0.89,0.88,0.69,,,4.99,,6.3,13.58,45.36,97.77
Dena Bank [Merged],1735.48,2355.27,60.7,3.41,642.13,,,,,471.57,1616.88,21.92,75.17,1725.18,2098.03,81.48,1.94,209,,,,0,584.59,1704.49,28.7,83.68,1760.13,2256.24,163.04,2.48,110.31,,,4.58,2.95,528.94,1837.35,24.23,84.16,2118.52,2639,224.64,2.24,327.67,,,4.89,3,579.72,1968.16,23.78,80.75,2675.9,3302.74,192.93,2.02,435.97,,,5.9,2.67,620.99,2471.54,21.1,83.98,3447.5,4034.88,199.18,1.75,506.84,,,6.36,2.91,741.36,3205.5,20.52,88.74,4010.36,4621.05,256.48,1.67,544.19,,,6.21,2.61,834.76,3771.21,20.31,91.76,5033.53,5587.7,287.18,2,885.59,,,5.76,3.17,959.89,4279.57,19.29,86,6794.12,7515.16,270.4,2.06,1154.12,,,7.06,3.17,1032.36,5831.25,15.38,86.88,8899.39,9652.41,222.92,1.83,1463.52,,2.3,7.7,2.8,1171.65,7748.8,13.25,87.64,9978.48,10953.19,359.13,1.63,1058.34,,1.98,7.6,2.52,1612.18,9453.8,15.5,90.89,10763.49,11690.32,300.95,1.11,1098.63,,1.71,7.66,2.25,1775.41,10106.13,15.54,88.46,10645.73,11732.22,319.91,0.73,583.95,,1.59,7.2,2.16,2203.09,10416.45,17.39,82.23,10181.67,11616.5,355.38,1.07,701.01,,1.49,6.43,2,2266.4,10373.93,18.16,83.12,8932.23,10306.15,443.39,0.97,514.87,,1.67,5.62,2.19,2398.18,9058.38,19.61,74.07
Deutsche Bank A G,1578.87,2498.19,55.57,4.44,996.4,,,,,926.78,1349.2,45.17,65.76,1880.16,3092.88,,3.94,1317.52,,,,,1093.41,1726.76,44.4,70.12,2398.2,3331.89,69.57,4.71,1466.78,,,,,1032.98,1710.68,41.18,68.19,2703.09,3645.72,45.96,5.26,1768.07,,,,,1084.73,1801.89,41.52,68.97,3546.81,4127.87,81.18,3.04,1350.49,,,,,1237.77,2662.55,36.42,78.35,4429.99,5891.13,109.9,4.65,2455.84,,,,,1332.14,3214.72,29.7,71.67,4957.5,5939.4,109.92,3.78,2327.95,,,,,1304.19,3464.74,27.43,72.88,5000.91,6234.27,72.58,3.35,2306.99,,,,,1356.46,3673.61,25.85,70,4741.19,5716.31,76.76,2.47,1863.15,,,,,1642.91,3746.68,34.18,77.95,5676.22,6988.14,81.73,2.64,2394.73,,,,,1827.83,4381.25,31.57,75.68,6654.17,7402.02,100.3,2.32,2155.79,,,,,1958.35,5104.09,30.74,80.11,6432.16,8230.15,61.86,2.57,3236.73,,,,,2265.64,4782.31,33.8,71.34,6836.24,9542.18,97.07,2.6,3271.84,,,1.86,4.01,2561.89,6054.4,31.75,75.04,8517.89,9903.52,61.18,2.01,2695.09,,,2.93,4.32,2762.12,6789.04,32.74,80.47,9723.09,12409.77,189.52,2.73,3809.23,,,3.46,4.86,3147.57,7677.81,30.17,73.59
Dhanlaxmi Bank Ltd.,534.57,628.49,30.42,0.58,4.51,,,6.8,,184.91,579.61,30.55,95.77,906.42,1053.74,85.58,0.6,-25.1,,,6.51,,328.89,976.61,32.02,95.08,1393.65,1537.7,105.05,-0.62,-211.46,,,,1.81,459.49,1613.18,27.79,97.57,1308,1428.69,67.86,0.39,-20.37,,,,2.33,282.82,1317.91,19.83,92.42,1291.94,1366.13,51.54,0.04,-138.57,,,,,316.19,1420.99,19.54,87.82,1283.59,1423.23,52.4,0.19,22.96,,,,,339.89,1324.64,20.42,79.57,1204.27,1284.15,55.68,0.3,-63.73,,,,2.47,353.24,1264.1,23.65,84.63,1089.05,1213.02,64.37,0.73,35.39,,,,2.76,328.22,1085.67,27.34,90.42,1013.31,1120.51,74.85,1.16,35.78,,,,2.9,288.63,991.85,25.2,86.6,971.48,1072.03,73.47,0.76,32.32,,,,3,293.32,952.16,27.66,89.8,987.59,1107.66,73.89,1.3,94.08,,,,3.21,311.31,925.72,29.88,88.85,930.75,1075,52.61,0.65,33.28,,,,,350.71,971.07,33.79,93.57,916.63,1126.21,40.1,0.97,87.1,,,,3,377.52,931.84,34.63,85.47,1071.23,1197.89,48.46,0.82,60.03,,,,3.6,405.94,1043.87,35.34,90.89,1206.98,1394.32,53.19,0.43,-14.88,,,,3.22,517.19,1268.01,38.7,94.88
Doha Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.86,9.86,,1.27,1.88,,,,,7.66,7.68,87.34,87.57
Doha Bank Q S C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.86,9.86,,1.27,1.88,,,,,7.61,7.68,86.77,87.57,31.02,50.49,0.81,0.8,-2.18,,,,,21.75,32.64,55.83,83.78,80.67,90.47,0.21,-63,-6.42,,,,,30.65,87.32,30.64,87.3,60.24,71.72,1.22,-0.64,-9.59,,,,,33.48,74.32,40.25,89.36,80.92,115.44,0.32,1.14,-2.39,,,,,38.03,93.27,37.74,92.57,96.06,116.57,0.22,0.29,3.76,,,,,38.86,106,34.8,94.91,82.09,105.63,0.59,-0.3,-5.55,,,4.68,1.53,39.23,104.84,34.52,92.26,65.84,87.54,0.12,0.34,4.64,,,3.5,2.55,38.13,78.1,43.88,89.88,72.23,124.12,39.44,3.77,7.22,,,3.25,4,38.36,74.3,43.22,83.71
Dombivli Nagari Sahakari Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,31.9,0.63,,8.27,,,,,6.3,22.55,21.41,76.65,21.28,36.75,0.8,,7.7,,,,,7.5,27.52,22.29,81.81,413.24,457.11,14.14,2.58,62.46,,,7.71,,68.28,354.36,18.19,94.42,440.17,503.72,13.62,2.4,71.67,,,7.2,,81.78,389.54,20.66,98.39,430.42,518.69,15.15,3.15,89.86,,,,,77.56,360.51,20.86,96.94,425.99,507.98,24.46,2.29,42.47,,,6.17,,95.85,388.49,23.22,94.12,400.26,615.83,23.37,1.74,22.07,,,6.11,,104.65,398.35,19.71,75.01,333.95,533.94,21.07,2.49,43.99,,,5.36,2.09,94.96,329.43,23.04,79.94,303.12,462.37,20.69,1.94,15.26,,,4.38,2.31,111.65,304.73,28.22,77.02,305.68,441.99,20.39,2.67,43.14,,,3.83,3.47,105.65,262.01,31.01,76.9
Dresdner Bank A.G.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.87,8.95,,,-9.52,,,,,9.15,16.29,49.43,88.01,31.35,44.52,0.06,,-1.51,,,,,12.04,44.21,26.13,95.94,25.47,58.3,,,10.2,,,,,13.23,46.31,24.56,85.98,31.18,56.64,,,7.27,,,,,16.56,47.28,26.59,75.9,19.22,43.11,,1.73,5.91,,,,,15.73,35.06,19.17,42.72,25.07,41.62,,,-10.65,,,,,22.73,50.89,23.82,53.32,0.84,7.19,,,-7.92,,,,,13.1,14.23,81.47,88.5
Equitas Small Finance Bank Ltd.,,,,,,,,,,,,,,0.02,0.02,,,-0.22,,,,,0.24,0.24,100,100,5.84,6.23,0.01,,-12.33,,,,,15.34,17.21,80.23,90.01,47.46,47.52,0.06,,1.91,,,,,28.96,43.66,66.21,99.82,115.66,131.69,0.05,,37.07,,,,,45.58,92.21,39.33,79.56,263.09,296.54,0.07,,92.77,,,,,96.11,200.48,36.64,76.43,408.16,479.35,71.18,,103.29,,,,,129.51,300.14,32.85,76.13,981.05,1251.84,215.7,3.65,37.56,,,,,452.64,929.36,39.44,80.98,1542.71,1799.04,241.5,2.09,-16.05,,,,,769.6,1486.08,43.55,84.09,2111.94,2394.95,261.14,2.89,165.12,,,,,888.76,1876.91,40.69,85.92,2645.45,2928.1,258.19,3.39,339.65,,,,9.11,1051.84,2233.77,39.18,83.21,3194.41,3712.09,222.04,3.8,664.51,,,,8.44,1145.26,2649.44,34.41,79.61,3459.66,3997.53,100.11,3.31,772.15,,,6.45,8.54,1437.2,3049.99,38.67,82.06,4161.87,4929.69,251.7,3.73,813.88,,,6.18,9,1810.13,3611.23,41.55,82.9,5486.4,6304.95,302.95,3.38,1026.84,,,7.12,8.36,2226.04,4820.57,40.43,87.55
Esaf Small Finance Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.39,48.21,17.17,-2.5,-8.49,,,,,22.98,39.09,48.43,82.38,596.84,698.7,55.95,2.06,21.64,3191.33,,,,296.86,611.68,44.19,91.06,1031.64,1140.79,53.88,3.85,175.2,4587.06,,,,436.48,894.77,41.55,85.17,1413.24,1546.43,28.53,3.82,294.31,6606.52,,,,577.5,1200.38,42.59,88.52,1641.17,1776.44,40.24,3.74,379.07,8415,,,,603.29,1322.87,36.1,79.16,1939.93,2170.82,27.58,3.49,456.27,12130.64,,6.45,8.86,830.09,1646.19,39.23,77.79,2853.59,3361.41,55.98,4.83,730.78,14118.13,,6.24,10.44,644.51,2297.46,21.07,75.1,3818.43,4267.67,86.68,5.09,1054.33,,,7.23,11.12,830.07,3046.58,21.6,79.29
Excellent Co-Operative Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.89,9.46,0.05,,2.37,,,,,2.77,6.84,39.35,97.16,7.81,8.45,0.04,,1.64,,,,,3.18,6.62,46.97,97.78,7,7.37,0.04,,0.94,,,,,3.29,6.24,51.49,97.65,7.34,7.73,0.05,,1.35,,,,,3.47,6.13,54.82,96.84,7.29,7.72,0.05,,1.25,,,3.17,,3.76,6.28,55.13,92.08,7.98,8.35,0.05,,1.51,,,3.2,,4.2,6.66,58.01,91.99,9.41,9.81,0.05,,2.16,,,3.2,,4.59,7.46,55.77,90.64,9.7,10.07,0.06,,2.03,,,,,5.11,7.84,59.56,91.38,10.41,11.47,0.71,1.95,1.93,,,2.85,,5.63,8.57,60.09,91.46,12.17,12.51,0.1,1.77,2.25,,,3.28,,6.07,9.77,56.15,90.38
